ModelReleaseYear,Make,ModelReleaseVersion,Model,Variant,EngineDisplacement,EngineConfiguration,EngineInduction,FwdGearsNo,TransmissionTypeDescription,SideDoorNo,SeatingCapacity,BodyStyle,DrivingWheelsNo,FuelType,CO2EmissionsCombined,CO2EmissionsUrban,CO2EmissionsExtraUrban,FuelConsumptionCombined,FuelConsumptionUrban,FuelConsumptionExtraUrban,EnergyConsumptionWhkm,ElectricRangeKm,AirPollutionStandard,StationaryNoiseData,TestSpeed,IsCurrentModel,ModelEndYear,FuelLifeCycleCO2,AnnualTailpipeCO2,Test Cycle,AnnualFuelCost
2018,Volkswagen,MY18,Golf,GTI Original,2,4cyl,Turbo,6,Manual,2,5,Hatch,2,Petrol 98RON,141,183,117,6.7,8.3,5.8,,,Euro 6,78,3750,No,2019,194,1.97,,1763
2016,Volkswagen,MY17,Polo,GTI,1.8,4cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 98RON,142,178,121,6.1,7.7,5.2,,,Euro 5,78,3750,No,2018,177,1.99,,1606
2015,Volkswagen,,Polo,GTI,1.8,4cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 98RON,142,178,121,6.1,7.7,5.2,,,Euro 5,78,3750,No,2015,177,1.99,,1606
2015,Volkswagen,,Polo,GTI,1.8,4cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 98RON,142,178,121,6.1,7.7,5.2,,,Euro 5,78,3750,No,2017,177,1.99,,1606
2013,Volkswagen,,Polo,GTI,1.4,4cyl,Turbo,7,Auto,2,5,Hatch,2,Petrol 98RON,142,179,124,6.1,7.7,5.3,,,Euro 5,71,2413,No,2013,177,1.99,,1606
2013,Volkswagen,,Polo,GTI,1.4,4cyl,Turbo,7,Auto,4,5,Hatch,2,Petrol 98RON,142,179,124,6.1,7.7,5.3,,,Euro 5,71,2413,No,2013,177,1.99,,1606
2012,Volkswagen,,Polo,GTI,1.4,4cyl,Turbo,7,Auto,2,5,Hatch,2,Petrol 98RON,142,179,124,6.1,7.7,5.3,,,Euro 5,71,2413,No,2012,177,1.99,,1606
2012,Volkswagen,,Polo,GTI,1.4,4cyl,Turbo,7,Auto,4,5,Hatch,2,Petrol 98RON,142,179,124,6.1,7.7,5.3,,,Euro 5,71,2413,No,2012,177,1.99,,1606
2014,Volkswagen,,Polo,GTI,1.4,4cyl,Turbo,7,Auto,2,5,Hatch,2,Petrol 98RON,142,179,124,6.1,7.7,5.3,,,Euro 5,78,3610,No,2014,177,1.99,,1606
2014,Volkswagen,,Polo,GTI,1.4,4cyl,Turbo,7,Auto,4,5,Hatch,2,Petrol 98RON,142,179,124,6.1,7.7,5.3,,,Euro 5,78,3610,No,2014,177,1.99,,1606
2012,Volkswagen,,Polo,GTI,1.4,4cyl,Turbo,7,Auto,2,5,Hatch,2,Petrol 98RON,142,179,124,6.1,7.7,5.3,,,Euro 5,79,3610,No,2012,177,1.99,,1606
2012,Volkswagen,,Polo,GTI,1.4,4cyl,Turbo,7,Auto,4,5,Hatch,2,Petrol 98RON,142,179,124,6.1,7.7,5.3,,,Euro 5,79,3610,No,2012,177,1.99,,1606
2011,Volkswagen,,Polo,GTI,1.4,4cyl,Supercharged,7,Auto,2,5,Hatch,2,Petrol 98RON,142,179,124,6.1,7.7,5.3,,,Euro 5,79,3610,No,2011,177,1.99,,1606
2011,Volkswagen,,Polo,GTI,1.4,4cyl,Supercharged,7,Auto,4,5,Hatch,2,Petrol 98RON,142,179,124,6.1,7.7,5.3,,,Euro 5,79,3610,No,2011,177,1.99,,1606
2017,MINI,F60,Cooper,Countryman,1.5,3cyl,Turbo,7,Auto,4,5,Wagon,2,Petrol 98RON,143,169,128,6.3,7.4,5.6,,,Euro 6,79,3375,No,2020,183,2,,1658
2020,MINI,F60,Cooper,Countryman,1.5,3cyl,Turbo,7,Auto,4,5,Wagon,2,Petrol 98RON,143,172,126,6.3,7.5,5.5,,,Euro 6,79,3375,No,2025,183,2,,1658
2019,BMW,F40,1 Series,118i,1.5,3cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 98RON,143,180,121,6.3,7.9,5.3,,,Euro 6,82,3450,No,2025,183,2,,1658
2009,Volkswagen,,Golf,90TSI Trendline,1.4,4cyl,Turbo,7,Auto,4,5,Hatch,2,Petrol 98RON,143,184,121,6.2,7.9,5.2,,,Euro 5,76,3750,No,2010,180,2,,1632
2015,Volkswagen,,Golf,GTI,2,4cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 98RON,144,179,124,6.2,7.7,5.3,,,Euro 5,78,3750,No,2017,180,2.02,,1632
2015,Volkswagen,,Golf,GTI,2,4cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 98RON,144,179,124,6.2,7.7,5.3,,,Euro 5,78,3750,No,2015,180,2.02,,1632
2014,Volkswagen,,Golf,GTI,2,4cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 98RON,144,179,124,6.2,7.7,5.3,,,Euro 5,78,3750,No,2014,180,2.02,,1632
2009,Volkswagen,,Golf,118TSI Comfortline,1.4,4cyl,Supercharged,7,Auto,4,5,Hatch,2,Petrol 98RON,144,183,127,6.5,8.3,5.3,,,Euro 5,75,3800,No,2010,189,2.02,,1711
2021,BMW,G42,2 Series,220i,2,4cyl,Turbo,8,Auto,2,4,Coupe,2,Petrol 98RON,145,172,129,6.3,7.5,5.6,,,Euro 6,86,3750,Yes,0,183,2.03,,1658
2024,BMW,F70,1 Series,118,1.5,3cyl,Turbo,7,Auto,4,5,Hatch,2,Petrol 98RON,145,187,121,6.4,8.2,5.3,,,Euro 6,84,3750,Yes,0,186,2.03,,1684
2022,BMW,G20,3 Series,320i,2,4cyl,Turbo,8,Auto,4,5,Sedan,2,Petrol 98RON,147,173,132,6.5,7.6,5.8,,,Euro 6,81,3750,Yes,0,189,2.06,,1711
2022,BMW,G42,2 Series,230i,2,4cyl,Turbo,8,Auto,2,4,Coupe,2,Petrol 98RON,147,176,130,6.4,7.7,5.7,,,Euro 6,86,3750,Yes,0,186,2.06,,1684
2019,MINI,F60,Cooper,Countryman,1.5,3cyl,Turbo,6,Manual,4,5,Wagon,2,Petrol 98RON,147,177,129,6.4,7.8,5.6,,,Euro 6,80,3375,No,2025,186,2.06,,1684
2015,Skoda,,Octavia,RS 162TSI,2,4cyl,Turbo,6,Manual,4,5,Sedan,2,Petrol 98RON,147,185,130,6.4,7.9,5.5,,,Euro 6,75,3750,No,2020,186,2.06,,1684
2015,Skoda,,Octavia,RS 162TSI,2,4cyl,Turbo,6,Manual,4,5,Wagon,2,Petrol 98RON,147,185,130,6.4,7.9,5.5,,,Euro 6,75,3750,No,2020,186,2.06,,1684
2014,Skoda,,Octavia,RS 162TSI,2,4cyl,Turbo,6,Manual,4,5,Wagon,2,Petrol 98RON,147,185,130,6.4,7.9,5.5,,,Euro 6,75,3750,No,2015,186,2.06,,1684
2014,Skoda,,Octavia,RS 162TSI,2,4cyl,Turbo,6,Manual,4,5,Sedan,2,Petrol 98RON,147,185,130,6.4,7.9,5.5,,,Euro 6,75,3750,No,2015,186,2.06,,1684
2019,BMW,G29,Z4,sDrive20i,2,4cyl,Turbo,8,Auto,2,2,Convertible,2,Petrol 98RON,148,177,131,6.5,7.8,5.7,,,Euro 6,89,3375,Yes,0,189,2.07,,1711
2013,Skoda,,Fabia,RS 132TSI,1.4,4cyl,Supercharged,7,Auto,4,5,Hatch,2,Petrol 98RON,148,179,122,6.2,7.7,5.2,,,Euro 5,75,3750,No,2013,180,2.07,,1632
2013,Skoda,,Fabia,RS 132TSI,1.4,4cyl,Supercharged,7,Auto,4,5,Wagon,2,Petrol 98RON,148,179,122,6.2,7.7,5.2,,,Euro 5,75,3750,No,2013,180,2.07,,1632
2012,Skoda,,Fabia,RS,1.4,4cyl,Supercharged,7,Auto,4,5,Hatch,2,Petrol 98RON,148,179,122,6.2,7.7,5.2,,,Euro 5,75,3750,No,2012,180,2.07,,1632
2012,Skoda,,Fabia,RS,1.4,4cyl,Supercharged,7,Auto,4,5,Wagon,2,Petrol 98RON,148,179,122,6.2,7.7,5.2,,,Euro 5,75,3750,No,2012,180,2.07,,1632
2015,Skoda,,Fabia,RS 132TSI,1.4,4cyl,Supercharged,7,Auto,4,5,Hatch,2,Petrol 98RON,148,179,122,6.2,7.7,5.2,,,Euro 5,78,3750,No,2015,180,2.07,,1632
2015,Skoda,,Fabia,RS 132TSI,1.4,4cyl,Supercharged,7,Auto,4,5,Wagon,2,Petrol 98RON,148,179,122,6.2,7.7,5.2,,,Euro 5,78,3750,No,2015,180,2.07,,1632
2014,Skoda,,Fabia,RS 132TSI,1.4,4cyl,Supercharged,7,Auto,4,5,Hatch,2,Petrol 98RON,148,179,122,6.2,7.7,5.2,,,Euro 5,78,3750,No,2015,180,2.07,,1632
2014,Skoda,,Fabia,RS 132TSI,1.4,4cyl,Supercharged,7,Auto,4,5,Wagon,2,Petrol 98RON,148,179,122,6.2,7.7,5.2,,,Euro 5,78,3750,No,2015,180,2.07,,1632
2022,BMW,U11,X1,sDrive18i,1.5,3cyl,Turbo,7,Auto,4,5,Wagon,2,Petrol 98RON,148,181,129,6.5,8,5.7,,,Euro 6,75,3750,Yes,0,189,2.07,,1711
2021,BMW,G26,4 Series,420i Gran Coupe,2,4cyl,Turbo,8,Auto,4,5,Sedan,2,Petrol 98RON,149,179,132,6.5,7.9,5.8,,,Euro 6,88,3750,Yes,0,189,2.09,,1711
2019,BMW,G29,Z4,sDrive30i,2,4cyl,Turbo,8,Auto,2,2,Convertible,2,Petrol 98RON,149,181,131,6.5,7.9,5.7,,,Euro 6,88,3750,Yes,0,189,2.09,,1711
2022,BMW,G20,3 Series,330i,2,4cyl,Turbo,8,Auto,4,5,Sedan,2,Petrol 98RON,149,181,131,6.5,8,5.7,,,Euro 6,90,3750,Yes,0,189,2.09,,1711
2019,Skoda,,Octavia,RS auto,2,4cyl,Turbo,7,Auto,4,5,Sedan,2,Petrol 98RON,149,191,125,6.5,8.4,5.4,,,Euro 6,80,3750,No,2020,189,2.09,,1711
2019,Skoda,,Octavia,RS Wagon auto,2,4cyl,Turbo,7,Auto,4,5,Wagon,2,Petrol 98RON,149,191,125,6.5,8.4,5.4,,,Euro 6,80,3750,No,2020,189,2.09,,1711
2009,Volkswagen,,Golf,90TSI Trendline,1.4,4cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 98RON,149,195,123,6.4,8.4,5.3,,,Euro 5,75,3750,No,2010,186,2.09,,1684
2010,Audi,,TT Coupe,1.8T FSI Manual,1.8,4cyl,Turbo,6,Manual,2,4,Coupe,2,Petrol 98RON,149,198,120,6.4,8.5,5.2,,,Euro 4,85,3800,No,2011,186,2.09,,1684
2009,Volkswagen,,Golf,118TSI Comfortline,1.4,4cyl,Supercharged,6,Manual,4,5,Hatch,2,Petrol 98RON,150,192,123,6.2,7.7,5.3,,,Euro 5,75,3800,No,2010,180,2.1,,1632
2020,Volkswagen,MY20,Golf,GTI,2,4cyl,Turbo,7,Auto,4,5,Hatch,2,Petrol 98RON,150,192,125,6.5,8.4,5.4,,,Euro 6,86,3750,No,2021,189,2.1,,1711
2018,Volkswagen,MY19,Golf,GTI,2,4cyl,Turbo,7,Auto,4,5,Hatch,2,Petrol 98RON,150,192,125,6.5,8.4,5.4,,,Euro 6,86,3750,No,2020,189,2.1,,1711
2018,Volkswagen,MY18,Golf,GTI Performance Edition 2,2,4cyl,Turbo,7,Auto,2,5,Hatch,2,Petrol 98RON,150,192,125,6.5,8.4,5.4,,,Euro 6,86,3750,No,2019,189,2.1,,1711
2017,Volkswagen,MY17,Golf,GTI Performance Edition 1,2,4cyl,Turbo,7,Auto,2,5,Hatch,2,Petrol 98RON,150,192,125,6.5,8.4,5.4,,,Euro 6,86,3750,No,2018,189,2.1,,1711
2021,BMW,G26,4 Series,430i Gran Coupe,2,4cyl,Turbo,8,Auto,4,5,Sedan,2,Petrol 98RON,151,184,132,6.6,8.1,5.8,,,Euro 6,88,3750,Yes,0,191,2.11,,1737
2019,MINI,F60,Cooper S,Countryman,2,4cyl,Turbo,7,Auto,4,5,Wagon,2,Petrol 98RON,151,185,131,6.6,8.1,5.7,,,Euro 6,78,3750,No,2020,191,2.11,,1737
2018,Volkswagen,MY18,Golf,GTI,2,4cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 98RON,152,189,133,6.7,8.3,5.8,,,Euro 6,78,3750,No,2019,194,2.13,,1763
2017,Volkswagen,MY17,Golf,GTI,2,4cyl,Turbo,6,Manual,4,5,Hatch,2,Petrol 98RON,152,189,133,6.7,8.3,5.8,,,Euro 6,78,3750,No,2018,194,2.13,,1763
2009,Volkswagen,,Jetta,118TSI,1.4,4cyl,Supercharged,7,Auto,4,5,Sedan,2,Petrol 98RON,153,,,6.6,8.2,5.6,,,Euro 4,75,3800,No,2010,191,2.14,,1737
2020,MINI,F60,Cooper S,Countryman,2,4cyl,Turbo,7,Auto,4,5,Wagon,2,Petrol 98RON,153,184,135,6.7,8.1,5.9,,,Euro 6,77,3750,No,2025,194,2.14,,1763
2015,Volkswagen,,Golf,GTI,2,4cyl,Turbo,6,Auto,4,5,Hatch,2,Petrol 98RON,153,193,129,6.6,8.3,5.5,,,Euro 5,78,3750,No,2015,191,2.14,,1737
2015,Volkswagen,,Golf,GTI Performance,2,4cyl,Turbo,6,Auto,4,5,Hatch,2,Petrol 98RON,153,193,129,6.6,8.3,5.5,,,Euro 5,78,3750,No,2015,191,2.14,,1737
2015,Volkswagen,,Golf,GTI,2,4cyl,Turbo,6,Auto,4,5,Hatch,2,Petrol 98RON,153,193,129,6.6,8.3,5.5,,,Euro 5,78,3750,No,2017,191,2.14,,1737
2015,Volkswagen,,Golf,GTI Performance,2,4cyl,Turbo,6,Auto,4,5,Hatch,2,Petrol 98RON,153,193,129,6.6,8.3,5.5,,,Euro 5,78,3750,No,2017,191,2.14,,1737
2014,Volkswagen,,Golf,GTI,2,4cyl,Turbo,6,Auto,4,5,Hatch,2,Petrol 98RON,153,193,129,6.6,8.3,5.5,,,Euro 5,78,3750,No,2014,191,2.14,,1737
2014,Volkswagen,,Golf,GTI Performance,2,4cyl,Turbo,6,Auto,4,5,Hatch,2,Petrol 98RON,153,193,129,6.6,8.3,5.5,,,Euro 5,78,3750,No,2014,191,2.14,,1737
2022,BMW,G21,3 Series,330i touring,2,4cyl,Turbo,8,Auto,4,5,Wagon,2,Petrol 98RON,154,186,136,6.8,8.2,6,,,Euro 6,90,3750,Yes,0,197,2.16,,1790
2018,Volkswagen,MY18,Golf,GTI,2,4cyl,Turbo,6,Auto,4,5,Hatch,2,Petrol 98RON,154,194,131,6.6,8.4,5.6,,,Euro 6,78,3750,No,2019,191,2.16,,1737
2017,Volkswagen,MY17,Golf,GTI,2,4cyl,Turbo,6,Auto,4,5,Hatch,2,Petrol 98RON,154,194,131,6.6,8.4,5.6,,,Euro 6,78,3750,No,2018,191,2.16,,1737
2015,Skoda,,Octavia,RS 162TSI,2,4cyl,Turbo,6,Auto,4,5,Wagon,2,Petrol 98RON,154,194,132,6.6,8.3,5.6,,,Euro 6,74,3750,No,2020,191,2.16,,1737
2015,Skoda,,Octavia,RS 162TSI,2,4cyl,Turbo,6,Auto,4,5,Sedan,2,Petrol 98RON,154,194,132,6.6,8.3,5.6,,,Euro 6,74,3750,No,2019,191,2.16,,1737
2014,Skoda,,Octavia,RS 162TSI,2,4cyl,Turbo,6,Auto,4,5,Wagon,2,Petrol 98RON,154,194,132,6.6,8.3,5.6,,,Euro 6,74,3750,No,2015,191,2.16,,1737
2014,Skoda,,Octavia,RS 162TSI,2,4cyl,Turbo,6,Auto,4,5,Sedan,2,Petrol 98RON,154,194,132,6.6,8.3,5.6,,,Euro 6,74,3750,No,2015,191,2.16,,1737
2023,Cupra,MY23,Leon,VZX 221TSI,2,4cyl,Turbo,7,Auto,4,5,Hatch,2,Petrol 98RON,154,194,132,6.8,8.5,5.8,,,Euro 6,91,3750,No,2025,197,2.16,,1790
2023,Cupra,MY24,Leon,VZX 221TSI,2,4cyl,Turbo,7,Auto,4,5,Hatch,2,Petrol 98RON,154,194,132,6.8,8.5,5.8,,,Euro 6,91,3750,No,2025,197,2.16,,1790
2006,Volkswagen,,Polo,Club 3dr,1.4,4cyl,Normal,5,Manual,2,5,Hatch,2,Petrol 98RON,155,,,6.5,,,,,Euro 4,76,3750,No,2010,189,2.17,,1711
2020,BMW,F40,1 Series,128ti,2,4cyl,Turbo,8,Auto,4,5,Hatch,2,Petrol 98RON,156,193,135,6.8,8.4,5.9,,,Euro 6,80,3750,No,2025,197,2.18,,1790
2022,Cupra,MY22,Leon,VZX 221TSI,2,4cyl,Turbo,7,Auto,4,5,Hatch,2,Petrol 98RON,156,195,134,6.8,8.5,5.8,,,Euro 6,91,3750,No,2023,197,2.18,,1790
2015,Audi,,TTS Coupe,2.0 TFSI S-Tronic,2,4cyl,Turbo,6,Auto,2,4,Coupe,4,Petrol 98RON,157,191,137,6.8,5.3,5.9,,,Euro 6,93,3750,Yes,0,197,2.2,,1790
2018,MINI,F56,John Cooper Works,Hardtop,2,4cyl,Turbo,6,Manual,2,4,Hatch,2,Petrol 98RON,157,197,134,6.9,8.6,5.9,,,Euro 6,88,3750,No,2025,200,2.2,,1816
2015,Alfa Romeo,Coupe,4C,1.8T 240HP,1.8,4cyl,Turbo,6,Auto,2,2,Coupe,2,Petrol 98RON,157,228,115,6.8,9.8,5,,,Euro 6,95,3750,No,2022,197,2.2,,1790
2015,Alfa Romeo,Coupe Launch Edition,4C,1.8T 240HP,1.8,4cyl,Turbo,6,Auto,2,2,Coupe,2,Petrol 98RON,157,228,115,6.8,9.8,5,,,Euro 6,95,3750,No,2022,197,2.2,,1790
2018,Volkswagen,MY18,Golf,GTI Original,2,4cyl,Turbo,6,Auto,2,5,Hatch,2,Petrol 98RON,158,195,137,6.6,8.4,5.6,,,Euro 6,78,3750,No,2019,191,2.21,,1737
2009,Audi,,TT Coupe,1.8T FSI Manual,1.8,4cyl,Turbo,6,Manual,2,4,Coupe,2,Petrol 98RON,158,215,127,6.7,9,5.3,,,Euro 4,85,3800,No,2010,194,2.21,,1763
2009,Volkswagen,,Jetta,118TSI,1.4,4cyl,Supercharged,6,Manual,4,5,Sedan,2,Petrol 98RON,159,,,6.8,8.8,5.7,,,Euro 4,76,3800,No,2010,197,2.23,,1790
2015,Audi,,TTS Roadster,2.0 TFSI S-Tronic,2,4cyl,Turbo,6,Auto,2,2,Convertible,4,Petrol 98RON,159,193,140,6.9,8.4,6,,,Euro 6,86,3800,Yes,0,200,2.23,,1816
2010,Peugeot,,RCZ,,1.6,4cyl,Turbo,6,Manual,2,4,Sedan,2,Petrol 98RON,159,209,129,6.9,9.1,5.6,,,Euro 5,76,3750,No,2019,200,2.23,,1816
2009,Audi,,A3 Cabriolet,1.8T Attraction S-Tronic,1.8,4cyl,Turbo,7,Auto,2,4,Convertible,2,Petrol 98RON,159,212,128,6.9,9.1,5.5,,,Euro 4,79,3750,No,2011,200,2.23,,1816
2010,Citroen,,C4,,1.6,4cyl,Normal,5,Manual,4,5,Sedan,2,Petrol 98RON,159,220,124,6.7,9.3,5.2,,,Euro 4,81,4500,No,2012,194,2.23,,1763
2008,Citroen,,C4,,1.6,4cyl,Normal,5,Manual,4,5,Sedan,2,Petrol 98RON,159,220,124,6.7,9.3,5.2,,,Euro 4,81,4500,No,2010,194,2.23,,1763
2008,Citroen,,C4,,1.6,4cyl,Normal,5,Manual,2,5,Sedan,2,Petrol 98RON,159,220,124,6.7,9.3,5.2,,,Euro 4,81,4500,No,2010,194,2.23,,1763
2016,Porsche,982,718 Boxster,,2,4cyl,Turbo,7,Auto,2,2,Convertible,2,Petrol 98RON,160,206,132,7,9.1,5.8,,,Euro 6,97,3750,No,2020,203,2.24,,1842
2016,Porsche,982,718 Cayman,,2,4cyl,Turbo,7,Auto,2,2,Convertible,2,Petrol 98RON,160,206,132,7,9.1,5.8,,,Euro 6,97,3750,No,2018,203,2.24,,1842
2016,Porsche,982,718 Cayman,,2,4cyl,Turbo,7,Auto,2,2,Coupe,2,Petrol 98RON,160,206,132,7,9.1,5.8,,,Euro 6,97,3750,No,2020,203,2.24,,1842
2016,Porsche,718,982,Boxster,2,4cyl,Turbo,7,Auto,2,2,Convertible,2,Petrol 98RON,160,206,132,7,9.1,5.8,,,Euro 6,97,3750,No,2021,203,2.24,,1842
2015,Audi,,TTS Coupe,2.0 TFSI S-Tronic 20 Inch Wheel,2,4cyl,Turbo,6,Auto,2,4,Coupe,4,Petrol 98RON,161,194,141,6.9,8.4,6.1,,,Euro 6,93,3750,No,2020,200,2.25,,1816
2013,Mercedes-Benz,,A Class,A45 AMG,2,4cyl,Turbo,7,Auto,4,5,Sedan,4,Petrol 98RON,161,205,136,6.9,8.8,5.8,,,Euro 6,94,3750,No,2015,200,2.25,,1816
2015,Alfa Romeo,Spider,4C,1.8T 240HP,1.8,4cyl,Turbo,6,Auto,2,2,Convertible,2,Petrol 98RON,161,234,118,6.9,10.1,5.1,,,Euro 6,93,3750,No,2022,200,2.25,,1816
2019,Audi,,TTS Coupe,2.0 TFSI quattro S tronic,2,4cyl,Turbo,6,Auto,2,4,Coupe,4,Petrol 98RON,162,197,142,7,8.5,6.1,,,Euro 6,89,3750,Yes,0,203,2.27,,1842
2006,Volkswagen,,Polo,3/5dr,1.4,4cyl,Normal,5,Manual,2,5,Hatch,2,Petrol 98RON,163,,,6.8,,,,,Euro 4,77,3750,No,2006,197,2.28,,1790
2016,Volkswagen,MY16,Golf,GTI 40 Years,2,4cyl,Turbo,6,Auto,4,5,Hatch,2,Petrol 98RON,163,200,141,7.1,8.7,6.1,,,Euro 5,79,3750,No,2017,206,2.28,,1869
2017,MINI,F60,Cooper S,Countryman,2,4cyl,Turbo,6,Manual,4,5,Wagon,2,Petrol 98RON,163,203,139,7.1,8.9,6.1,,,Euro 6,80,3750,No,2025,206,2.28,,1869
2004,Suzuki,,Ignis Sport,,1.5,4cyl,Normal,5,Manual,2,5,Hatch,2,Petrol 98RON,164,,,6.9,,,,,Euro 2,,,No,2006,200,2.3,,1816
2017,MINI,F54,Clubman,John Cooper Works ALL4,2,4cyl,Turbo,8,Auto,4,5,Hatch,4,Petrol 98RON,164,203,142,7.2,8.9,6.2,,,Euro 6,81,3750,No,2025,209,2.3,,1895
2013,Mercedes-Benz,,CLA Class,CLA45 AMG,2,4cyl,Turbo,7,Auto,4,5,Coupe,4,Petrol 98RON,164,208,139,7,8.9,5.9,,,Euro 6,103,3750,No,2015,203,2.3,,1842
2015,Volkswagen,,Golf,R,2,4cyl,Turbo,6,Auto,4,5,Hatch,4,Petrol 98RON,164,208,143,7.1,9,6.1,,,Euro 6,88,3750,No,2017,206,2.3,,1869
2015,Volkswagen,,Golf,R,2,4cyl,Turbo,6,Auto,4,5,Hatch,4,Petrol 98RON,164,208,143,7.1,9,6.1,,,Euro 6,88,3750,No,2015,206,2.3,,1869
2015,Volkswagen,,Golf,R Wolfsburg Edition,2,4cyl,Turbo,6,Auto,4,5,Hatch,4,Petrol 98RON,164,208,143,7.1,9,6.1,,,Euro 6,88,3750,No,2017,206,2.3,,1869
2014,Volkswagen,,Golf,R,2,4cyl,Turbo,6,Auto,4,5,Hatch,4,Petrol 98RON,164,208,143,7.1,9,6.1,,,Euro 6,88,3750,No,2014,206,2.3,,1869
2022,BMW,U11,X1,xDrive20i,2,4cyl,Turbo,7,Auto,4,5,Wagon,4,Petrol 98RON,164,211,137,7.2,9.3,6,,,Euro 6,77,3750,Yes,0,209,2.3,,1895
2017,BMW,G30,5 Series,540i,3,6cyl,Turbo,8,Auto,4,5,Sedan,2,Petrol 98RON,164,212,136,7.2,9.3,5.9,,,Euro 6,76,3750,No,2020,209,2.3,,1895
2019,Subaru,,BRZ,BRZ Coupe,2,4cyl,Normal,6,Auto,2,4,Coupe,2,Petrol 98RON,164,223,131,7.1,9.6,5.7,,,Euro 5,79,3750,No,2025,206,2.3,,1869
2019,Subaru,,BRZ,BRZ-Premium,2,4cyl,Normal,6,Auto,2,4,Coupe,2,Petrol 98RON,164,223,131,7.1,9.6,5.7,,,Euro 5,79,3750,No,2025,206,2.3,,1869
2018,Subaru,,BRZ,BRZ,2,4cyl,Normal,6,Auto,2,4,Coupe,2,Petrol 98RON,164,223,131,7.1,9.6,5.7,,,Euro 5,79,3750,No,2022,206,2.3,,1869
2018,Subaru,,BRZ,BRZ-Premium,2,4cyl,Normal,6,Auto,2,4,Coupe,2,Petrol 98RON,164,223,131,7.1,9.6,5.7,,,Euro 5,79,3750,No,2022,206,2.3,,1869
2016,Toyota,,86,,2,4cyl,Normal,6,Auto,2,4,Coupe,2,Petrol 98RON,164,223,131,7.1,9.6,5.7,,,Euro 5,79,3750,Yes,0,206,2.3,,1869
2012,Subaru,,BRZ,,2,4cyl,Normal,6,Auto,2,4,Coupe,2,Petrol 98RON,164,223,131,7.1,9.6,5.7,,,Euro 5,79,3750,No,2017,206,2.3,,1869
2012,Toyota,,86,GTS,2,4cyl,Normal,6,Auto,2,4,Coupe,2,Petrol 98RON,164,223,131,7.1,9.6,5.7,,,Euro 5,79,3750,No,2017,206,2.3,,1869
2012,Toyota,,86,GT,2,4cyl,Normal,6,Auto,2,4,Coupe,2,Petrol 98RON,164,223,131,7.1,9.6,5.7,,,Euro 5,79,3750,No,2017,206,2.3,,1869
2010,Citroen,,C4,,1.6,4cyl,Turbo,6,Manual,4,5,Sedan,2,Petrol 98RON,164,234,127,6.9,9.8,5.3,,,Euro 4,82,4350,No,2012,200,2.3,,1816
2008,Citroen,,C4,,1.6,4cyl,Turbo,6,Manual,4,5,Sedan,2,Petrol 98RON,164,234,127,6.9,9.8,5.3,,,Euro 4,82,4350,No,2010,200,2.3,,1816
2019,BMW,G29,Z4,sDrive20i,2,4cyl,Turbo,6,Manual,2,2,Convertible,2,Petrol 98RON,165,212,138,7.2,9.3,6,,,Euro 6,90,3375,Yes,0,209,2.31,,1895
2010,Citroen,,C4,,1.6,4cyl,Normal,4,Auto,4,5,Sedan,2,Petrol 98RON,165,235,128,7,9.9,5.4,,,Euro 4,83,4500,No,2012,203,2.31,,1842
2008,Citroen,,C4,,1.6,4cyl,Normal,4,Auto,4,5,Sedan,2,Petrol 98RON,165,235,128,7,9.9,5.4,,,Euro 4,83,4500,No,2010,203,2.31,,1842
2021,BMW,X3 Series - G01,X3,sDrive20i,2,4cyl,Turbo,8,Auto,4,5,Wagon,2,Petrol 98RON,166,189,153,7.3,8.3,6.7,,,Euro 6,81,3750,Yes,0,212,2.32,,1921
2015,Audi,,TTS Roadster,2.0 TFSI S-Tronic 20 Inch Wheel,2,4cyl,Turbo,6,Auto,2,2,Convertible,4,Petrol 98RON,166,199,147,7.1,8.6,6.3,,,Euro 6,86,3800,Yes,0,206,2.32,,1869
2020,Volkswagen,MY20,Golf,R,2,4cyl,Turbo,7,Auto,4,5,Hatch,4,Petrol 98RON,166,204,144,7.2,8.9,6.2,,,Euro 6,78,3750,No,2021,209,2.32,,1895
2020,Volkswagen,MY20,Golf,R Final Edition,2,4cyl,Turbo,7,Auto,4,5,Hatch,4,Petrol 98RON,166,204,144,7.2,8.9,6.2,,,Euro 6,78,3750,No,2021,209,2.32,,1895
2018,Volkswagen,MY19,Golf,R,2,4cyl,Turbo,7,Auto,4,5,Hatch,4,Petrol 98RON,166,204,144,7.2,8.9,6.2,,,Euro 6,78,3750,No,2020,209,2.32,,1895
2018,Volkswagen,MY19,Golf,R Special Edition,2,4cyl,Turbo,7,Auto,4,5,Hatch,4,Petrol 98RON,166,204,144,7.2,8.9,6.2,,,Euro 6,78,3750,No,2020,209,2.32,,1895
