ModelReleaseYear,Make,ModelReleaseVersion,Model,Variant,EngineDisplacement,EngineConfiguration,EngineInduction,FwdGearsNo,TransmissionTypeDescription,SideDoorNo,SeatingCapacity,BodyStyle,DrivingWheelsNo,FuelType,CO2EmissionsCombined,CO2EmissionsUrban,CO2EmissionsExtraUrban,FuelConsumptionCombined,FuelConsumptionUrban,FuelConsumptionExtraUrban,EnergyConsumptionWhkm,ElectricRangeKm,AirPollutionStandard,StationaryNoiseData,TestSpeed,IsCurrentModel,ModelEndYear,FuelLifeCycleCO2,AnnualTailpipeCO2,Test Cycle,AnnualFuelCost
2021,Tesla,,Model 3,StandardRange (E6LRB),0,Electric,N/A,1,N/A,4,5,Sedan,2,Pure Electric,0,,,0,,,134,556,Pure EV,,,Yes,0,92,0,,563
2021,Tesla,,Model 3,LongRange (E5LDB),0,Electric,N/A,1,N/A,4,5,Sedan,4,Pure Electric,0,,,0,,,135,694,Pure EV,,,Yes,0,93,0,,567
2025,Tesla,,Model 3,RWD LR H5MRB 19 Inch wheel,0,Electric,N/A,1,N/A,4,5,Sedan,2,Pure Electric,0,,,0,,,136,691,Pure EV,,,Yes,0,94,0,,571
2022,Tesla,,Model 3,LongRange (E5LDB),0,Electric,N/A,1,N/A,4,5,Sedan,4,Pure Electric,0,,,0,,,136,681,Pure EV,,,Yes,0,94,0,,571
2018,BMW,,I01,i3 BEV 94 Ah,0,Electric,N/A,1,N/A,4,4,Sedan,2,Pure Electric,0,,,0,,,136,290,Pure EV,,,Yes,0,94,0,,571
2019,BMW,I01,i3,i3 BEV 120Ah,0,Electric,N/A,1,Other,4,4,Sedan,2,Pure Electric,0,,,0,,,137,335,Pure EV,,,Yes,0,95,0,,575
2020,Tesla,,Model 3,LongRange (E3DB),0,Electric,N/A,1,N/A,4,5,Sedan,4,Pure Electric,0,,,0,,,138,657,Pure EV,,,Yes,0,95,0,,580
2020,Tesla,,Model 3,LongRange (E5DB),0,Electric,N/A,1,N/A,4,5,Sedan,4,Pure Electric,0,,,0,,,138,657,Pure EV,,,Yes,0,95,0,,580
2025,Toyota,,bZ4X,,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,138,591,Pure EV,,,Yes,0,95,0,,580
2024,Tesla,,Model 3,RWD H6MRB,0,Electric,N/A,1,N/A,4,5,Sedan,2,Pure Electric,0,,,0,,,138,520,Pure EV,,,Yes,0,95,0,,580
2023,BYD,EK,SEAL,Dynamic,0,Electric,N/A,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,138,510,Pure EV,,,Yes,0,95,0,,580
2023,MG,,MG4,64kWh EV RWD LUX ,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,138,505,Pure EV,,,Yes,0,95,0,,580
2025,MINI,J01,JCW E,Hatch,0,Electric,N/A,1,Auto,2,4,Hatch,2,Pure Electric,0,,,0,,,138,400,Pure EV,,3750,Yes,0,95,0,,580
2024,ZEEKR,MY24,X,RWD,0,Electric,N/A,1,Other,4,5,SUV,2,Pure Electric,0,,,0,,,139,540,Pure EV,,,Yes,0,96,0,,584
2026,Jaecoo,2026,J5 EV 155kW,58.9kWh (Summit),0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,139,461,Pure EV,,,Yes,0,96,0,,584
2023,Tesla,,Model 3,Long Range H5LDB,0,Electric,N/A,1,N/A,4,5,Sedan,4,Pure Electric,0,,,0,,,140,629,Pure EV,,,Yes,0,97,0,,588
2023,MG,,MG4,77kWh EV RWD,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,140,590,Pure EV,,,Yes,0,97,0,,588
2025,Leapmotor,,B10,Style,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,140,442,Pure EV,,,Yes,0,97,0,,588
2024,Mercedes-Benz,H243,EQA Class,EQA 250+,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,141,578,Pure EV,,,Yes,0,97,0,,592
2025,Leapmotor,,B10,Design LR,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,141,516,Pure EV,,,Yes,0,97,0,,592
2024,Subaru,MY24,Solterra,AWD,0,Electric,N/A,0,N/A,4,5,Wagon,4,Pure Electric,0,,,0,,,141,485,Pure EV,,,Yes,0,97,0,,592
2024,Subaru,MY24,Solterra,AWD Touring,0,Electric,N/A,0,N/A,4,5,Wagon,4,Pure Electric,0,,,0,,,141,485,Pure EV,,,Yes,0,97,0,,592
2025,MINI,J05,JCW Aceman E,Sedan,0,Electric,N/A,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,141,387,Pure EV,,3750,Yes,0,97,0,,592
2024,MINI,J05,Aceman,E Sedan,0,Electric,N/A,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,141,300,Pure EV,,3750,Yes,0,97,0,,592
2024,MINI,J05,Aceman,E,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,141,300,Pure EV,,5000,Yes,0,97,0,,592
2023,BYD,EM2E,DOLPHIN,PERFORMANCE,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,142,490,Pure EV,,,Yes,0,98,0,,596
2025,Tesla,AWD LONG RANGE,Model 3,H5MDB,0,Electric,N/A,1,N/A,4,5,Sedan,4,Pure Electric,0,,,0,,,143,660,Pure EV,,,Yes,0,99,0,,601
2022,Hyundai,,IONIQ6,LRG Range 18 inch,0,Electric,Normal,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,143,614,Pure EV,,,Yes,0,99,0,,601
2026,Kia,,EV4,Air RWD Standard Range,0,Electric,N/A,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,143,456,Pure EV,,,Yes,0,99,0,,601
2025,Hyundai,,INSTER,Electric 42kWh,0,Electric,N/A,0,N/A,4,4,SUV,2,Pure Electric,0,,,0,,,143,327,Pure EV,,,Yes,0,99,0,,601
2018,BMW,,I01,i3s BEV 94 Ah,0,Electric,N/A,1,N/A,4,4,Sedan,2,Pure Electric,0,,,0,,,143,280,Pure EV,,,Yes,0,99,0,,601
2022,Tesla,,Model 3,RWD (E6LRB),0,Electric,N/A,1,N/A,4,5,Sedan,2,Pure Electric,0,,,0,,,144,491,Pure EV,,,Yes,0,99,0,,605
2024,MINI,J05,Aceman,SE,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,144,380,Pure EV,,7000,Yes,0,99,0,,605
2024,MINI,J05,Aceman,SE Sedan,0,Electric,N/A,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,144,380,Pure EV,,3750,Yes,0,99,0,,605
2023,Fiat,,500e,FWD 87 kW 42 kWh,0,Electric,N/A,1,Auto,2,4,Hatch,2,Pure Electric,0,,,0,,,144,311,Pure EV,,,Yes,0,99,0,,605
2025,MG,,MGS6 EV ,77kWh EV RWD,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,145,605,Pure EV,,,Yes,0,100,0,,609
2019,BMW,I01,i3,i3s BEV 120Ah,0,Electric,N/A,1,Other,4,4,Sedan,2,Pure Electric,0,,,0,,,145,329,Pure EV,,,Yes,0,100,0,,609
2026,Tesla,AWD LONG RANGE,Model Y,AWD Long Range YL5NDB,0,Electric,N/A,1,Auto,4,6,SUV,4,Pure Electric,0,,,0,,,146,681,Pure EV,68,1,Yes,0,101,0,,613
2023,BYD,EK,SEAL,PREMIUM,0,Electric,N/A,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,146,650,Pure EV,,,Yes,0,101,0,,613
2026,Subaru,MY26,Solterra,AWD,0,Electric,N/A,0,N/A,4,5,Wagon,4,Pure Electric,0,,,0,,,146,566,Pure EV,,,Yes,0,101,0,,613
2022,Tesla,,Model Y,RWD (SY6LR),0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,146,510,Pure EV,70,1,Yes,0,101,0,,613
2021,Tesla,,Model Y,(SY6LR),0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,146,510,Pure EV,70,1,Yes,0,101,0,,613
2025,MG,,MGS6 EV ,62.2 kWh RWD,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,146,490,Pure EV,,,Yes,0,101,0,,613
2025,Zeekr,MY26,7X,Long Range RWD,0,Electric,N/A,1,Other,4,5,SUV,2,Pure Electric,0,,,0,,,147,730,Pure EV,,,Yes,0,101,0,NEDC,617
2022,Tesla,,Model 3,LongRange (E5LDB),0,Electric,N/A,1,N/A,4,5,Sedan,4,Pure Electric,0,,,0,,,147,602,Pure EV,,,Yes,0,101,0,,617
2025,Zeekr,MY26,7X,RWD,0,Electric,N/A,1,Other,4,5,SUV,2,Pure Electric,0,,,0,,,147,566,Pure EV,,,Yes,0,101,0,NEDC,617
2024,Mercedes-Benz,X243,EQB,EQB 250+,0,Electric,N/A,1,Auto,4,7,Wagon,2,Pure Electric,0,,,0,,,147,564,Pure EV,,,Yes,0,101,0,,617
2022,BYD,SC2E,ATTO 3,STANDARD,0,Electric,N/A,1,N/A,4,5,Wagon,2,Pure Electric,0,,,0,,,148,410,Pure EV,,,Yes,0,102,0,,622
2026,Kia,,EV4,EV4 Earth Long Range,0,Electric,N/A,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,149,612,Pure EV,,,Yes,0,103,0,,626
2026,Kia,,EV4,EV4 GT-Line Long Range,0,Electric,N/A,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,149,612,Pure EV,,,Yes,0,103,0,,626
2025,Kia,,EV3,Air LR,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,149,604,Pure EV,,,Yes,0,103,0,,626
2022,BYD,SC2E,ATTO 3,EXTENDED,0,Electric,N/A,1,N/A,4,5,Wagon,2,Pure Electric,0,,,0,,,149,480,Pure EV,,,Yes,0,103,0,,626
2025,Kia,,EV3,Air SR,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,149,436,Pure EV,,,Yes,0,103,0,,626
2024,MINI,J01,Cooper,E,0,Electric,N/A,1,Auto,2,4,Hatch,2,Pure Electric,0,,,0,,,150,271,Pure EV,,4000,Yes,0,103,0,,630
2024,MINI,J01,Cooper E,Hatch,0,Electric,N/A,1,Auto,2,4,Hatch,2,Pure Electric,0,,,0,,,150,271,Pure EV,,3750,Yes,0,103,0,,630
2024,MINI,J01,Cooper,SE,0,Electric,N/A,1,Auto,2,4,Hatch,2,Pure Electric,0,,,0,,,151,362,Pure EV,,5500,Yes,0,104,0,,634
2024,MINI,J01,Cooper SE,Hatch,0,Electric,N/A,1,Auto,2,4,Hatch,2,Pure Electric,0,,,0,,,151,362,Pure EV,,3750,Yes,0,104,0,,634
2025,Hyundai,,INSTER,Electric Extended Range 49kWh,0,Electric,N/A,0,N/A,4,4,SUV,2,Pure Electric,0,,,0,,,151,360,Pure EV,,,Yes,0,104,0,,634
2025,Hyundai,,INSTER,Electric Cross Extended Range 49kWh,0,Electric,N/A,0,N/A,4,4,SUV,2,Pure Electric,0,,,0,,,151,360,Pure EV,,,Yes,0,104,0,,634
2023,Lexus,,RZ 450e,,0,Electric,N/A,1,Auto,4,5,Wagon,4,Pure Electric,0,,,0,,,152,470,Pure EV,,,Yes,0,105,0,,638
2023,MG,,MG4,64kWh EV 4WD,0,Electric,N/A,1,Auto,4,5,Hatch,4,Pure Electric,0,,,0,,,152,460,Pure EV,,,Yes,0,105,0,,638
2025,Alfa Romeo,,Junior,Elettrica,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,152,407,Pure EV,,,Yes,0,105,0,,638
2025,Deepal,MY25,E07,E07 RWD,0,Electric,N/A,0,N/A,4,5,Wagon,2,Pure Electric,0,,,0,,,153,640,Pure EV,,,Yes,0,106,0,,643
2025,Tesla,,Model Y,RWD YS6MRB,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,153,466,Pure EV,68,1,Yes,0,106,0,,643
2021,Tesla,,Model Y,LongRange (LY5LD),0,Electric,N/A,1,Auto,4,5,SUV,4,Pure Electric,0,,,0,,,154,612,Pure EV,68,1,Yes,0,106,0,,647
2024,ZEEKR,MY24,X,AWD,0,Electric,N/A,1,Other,4,5,SUV,4,Pure Electric,0,,,0,,,155,470,Pure EV,,,Yes,0,107,0,,651
2025,BYD,,Atto 1,Essential,0,Electric,N/A,1,Auto,4,4,Hatch,2,Pure Electric,0,,,0,,,155,220,Pure EV,,,Yes,0,107,0,,651
2025,BYD,EQE,Atto 1,Essential,0,Electric,N/A,1,Auto,4,4,Hatch,2,Pure Electric,0,,,0,,,155,220,Pure EV,,,Yes,0,107,0,,651
2021,Tesla,,Model Y,Performance (PY5LD),0,Electric,N/A,1,Auto,4,5,SUV,4,Pure Electric,0,,,0,,,156,604,Pure EV,68,1,Yes,0,108,0,,655
2024,Renault,,Megane E-Tech,Techno EV60,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,156,454,Pure EV,,,Yes,0,108,0,,655
2024,Hyundai,2025,IONIQ5,STD 19inch,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,156,440,Pure EV,,,Yes,0,108,0,,655
2024,Jeep,,Avenger,Longitude,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,156,396,Pure EV,,,Yes,0,108,0,,655
2024,Jeep,,Avenger,Limited,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,156,396,Pure EV,,,Yes,0,108,0,,655
2020,Tesla,,Model 3,Performance (E3DP),0,Electric,N/A,1,N/A,4,5,Sedan,4,Pure Electric,0,,,0,,,157,628,Pure EV,,,Yes,0,108,0,,659
2022,Tesla,,Model 3,Performance (E5LDP),0,Electric,N/A,1,N/A,4,5,Sedan,4,Pure Electric,0,,,0,,,157,615,Pure EV,,,Yes,0,108,0,,659
2024,BMW,U11,X1,iX1 eDrive20,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,157,464,Pure EV,,4000,Yes,0,108,0,,659
2022,Tesla,,Model Y,RWD (SY6LR),0,Electric,N/A,1,N/A,4,5,SUV,2,Pure Electric,0,,,0,,,157,455,Pure EV,,,Yes,0,108,0,,659
2025,Polestar,,2,220kW Long Range Single Motor,0,Electric,N/A,1,N/A,4,5,Sedan,2,Pure Electric,0,,,0,,,158,659,Pure EV,,,Yes,0,109,0,,664
2025,Polestar,,2,200kW Standard Range Single Motor,0,Electric,N/A,1,N/A,4,5,Sedan,2,Pure Electric,0,,,0,,,158,554,Pure EV,,,Yes,0,109,0,,664
2025,Tesla,,Model Y,AWD YS5LDB,0,Electric,N/A,1,Auto,4,5,SUV,4,Pure Electric,0,,,0,,,158,551,Pure EV,69,1,Yes,0,109,0,,664
2025,Geely,,EX5,Complete,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,158,430,Pure EV,,,Yes,0,109,0,,664
2024,Jeep,,Avenger,Summit,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,158,390,Pure EV,,,Yes,0,109,0,,664
2025,Tesla,AWD LONG RANGE,Model Y,YS5MDB,0,Electric,N/A,1,Auto,4,5,SUV,4,Pure Electric,0,,,0,,,159,600,Pure EV,,,Yes,0,110,0,,668
2025,Kia,PE,EV6,Air RWD Long Range,0,Electric,N/A,1,Other,4,5,Wagon,2,Pure Electric,0,,,0,,,159,582,Pure EV,,,Yes,0,110,0,,668
2025,Skoda,MY25,Enyaq,Coupe SportLine,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,159,561,Pure EV,,,Yes,0,110,0,,668
2025,Skoda,MY26,Enyaq,SUV Sportline,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,159,548,Pure EV,,,Yes,0,110,0,,668
2024,XPENG,G6,G6,STANDARD 18 inch,0,Electric,N/A,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,159,525,Pure EV,,,Yes,0,110,0,,668
2024,Mercedes-Benz,H243,EQA Class,EQA 350 4MATIC,0,Electric,N/A,1,Auto,4,5,Wagon,4,Pure Electric,0,,,0,,,159,489,Pure EV,,,Yes,0,110,0,,668
2021,Kia,2021,Niro,S,0,Electric,N/A,1,Other,4,5,Wagon,2,Pure Electric,0,,,0,,,159,455,Pure EV,,,Yes,0,110,0,,668
2021,Kia,2021,Niro,Sport,0,Electric,N/A,1,Other,4,5,Wagon,2,Pure Electric,0,,,0,,,159,455,Pure EV,,,Yes,0,110,0,,668
2017,Renault,,Kangoo,ZE,0,Electric,N/A,0,N/A,3,2,Van,2,Pure Electric,0,,,0,,,159,264,Pure EV,,,Yes,0,110,0,,668
2025,MG,,IM IM5,100kWh EV RWD,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,160,710,Pure EV,,,Yes,0,110,0,,672
2024,Hyundai,2025,IONIQ5,LR 19inch,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,160,570,Pure EV,,,Yes,0,110,0,,672
2025,MG,,MGS6 EV ,77kWh EV AWD ,0,Electric,N/A,1,Auto,4,5,SUV,4,Pure Electric,0,,,0,,,160,550,Pure EV,,,Yes,0,110,0,,672
2026,Subaru,MY26,Solterra,AWD Touring,0,Electric,N/A,0,N/A,4,5,Wagon,4,Pure Electric,0,,,0,,,160,517,Pure EV,,,Yes,0,110,0,,672
2025,Toyota,,bZ4X,,0,Electric,N/A,1,Auto,4,5,Wagon,4,Pure Electric,0,,,0,,,160,517,Pure EV,,,Yes,0,110,0,,672
2026,Geely,,EX5,Complete Extended Range,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,160,475,Pure EV,,,Yes,0,110,0,,672
2025,BYD,,Atto 1,Premium,0,Electric,N/A,1,Auto,4,4,Hatch,2,Pure Electric,0,,,0,,,160,310,Pure EV,,,Yes,0,110,0,,672
2025,BYD,EQE,Atto 1,Premium,0,Electric,N/A,1,Auto,4,4,Hatch,2,Pure Electric,0,,,0,,,160,310,Pure EV,,,Yes,0,110,0,,672
2026,MG,,MG4 EV Urban,Essence 54,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,161,405,Pure EV,,,Yes,0,111,0,WLTP (4-Phase),676
2023,Peugeot,,2008,e2008 GT,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,161,328,Pure EV,,,Yes,0,111,0,,676
2024,Porsche,,Macan Electric,,0,Electric,N/A,0,N/A,4,5,SUV,2,Pure Electric,0,,,0,,,162,654,Pure EV,,,No,2026,112,0,,680
2024,XPENG,G6,G6,Long Range,0,Electric,N/A,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,162,625,Pure EV,,,Yes,0,112,0,,680
2025,Tesla,,Model Y,Performance YS5MDP,0,Electric,N/A,1,Auto,4,5,SUV,4,Pure Electric,0,,,0,,,162,580,Pure EV,,,Yes,0,112,0,,680
2025,Kia,,EV3,Earth LR,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,162,563,Pure EV,,,Yes,0,112,0,,680
2025,Kia,,EV3,GT-Line LR,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,162,563,Pure EV,,,Yes,0,112,0,,680
2025,Volkswagen,MY26,ID.5,PRO 210KW,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,162,544,Pure EV,,,Yes,0,112,0,,680
2025,Volkswagen,MY25,ID.5,PRO 210KW,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,162,543,Pure EV,,,Yes,0,112,0,,680
2021,Mercedes-Benz,H243,EQA Class,EQA250,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,162,524,Pure EV,,,Yes,0,112,0,,680
2024,XPENG,G6,G6,STANDARD 20 inch,0,Electric,N/A,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,162,505,Pure EV,,,Yes,0,112,0,,680
2025,Mercedes-Benz,H243,EQA Class,EQA 250+,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,162,503,Pure EV,,,Yes,0,112,0,,680
2021,Mercedes-Benz,H243,EQA Class,EQA250,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,162,480,Pure EV,,,Yes,0,112,0,,680
2022,Kia,2022,Niro,EV,1.6,4cyl,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,162,460,Pure EV,,,Yes,0,112,0,,680
2020,MG,,ZS EV,,0,Electric,N/A,1,N/A,4,5,SUV,2,Pure Electric,0,,,0,,,162,320,Pure EV,,,Yes,0,112,0,,680
2023,Mercedes-Benz,V295,EQE,300,0,Electric,N/A,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,163,626,Pure EV,,,Yes,0,112,0,,685
2023,Mercedes-Benz,V295,EQE Class,EQE 300,0,Electric,N/A,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,163,626,Pure EV,,,Yes,0,112,0,,685
2025,Volkswagen,MY26,ID.4,PRO 210KW,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,163,547,Pure EV,,,Yes,0,112,0,,685
2025,Cupra,MY25,Tavascan,Endurance 210kW,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,163,534,Pure EV,,,Yes,0,112,0,,685
2025,Cupra,MY25,Tavascan,Endurance with Interior Package 210kW,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,163,534,Pure EV,,,Yes,0,112,0,,685
2025,Skoda,MY25,Enyaq,Coupe RS,0,Electric,N/A,1,Auto,4,5,SUV,4,Pure Electric,0,,,0,,,163,530,Pure EV,,,No,2026,112,0,,685
2025,Leapmotor,,C10, Style/Design BEV,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,163,480,Pure EV,,,Yes,0,112,0,,685
2024,Smart,,#3,Premium,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,163,455,Pure EV,,,Yes,0,112,0,,685
2023,BYD,EK,SEAL,PERFORMANCE,0,Electric,N/A,1,Auto,4,5,Sedan,4,Pure Electric,0,,,0,,,164,580,Pure EV,,,Yes,0,113,0,,689
2025,Tesla,AWD PERFORMANCE,Model 3,H5MDP,0,Electric,N/A,1,Auto,4,5,Sedan,4,Pure Electric,0,,,0,,,165,571,Pure EV,,,Yes,0,114,0,,693
2023,BMW,G60,5 Series,i5 eDrive40,0,Electric,N/A,1,Auto,4,5,Sedan,2,Pure Electric,0,,,0,,,165,550,Pure EV,,,Yes,0,114,0,,693
2022,Tesla,,Model 3,Performance (E5LDP),0,Electric,N/A,1,N/A,4,5,Sedan,4,Pure Electric,0,,,0,,,165,547,Pure EV,,,Yes,0,114,0,,693
2026,Skoda,MY26,Elroq,SELECT 85,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,165,529,Pure EV,,,Yes,0,114,0,,693
2022,Kia,,EV6,Air RWD,0,Electric,N/A,1,Other,4,5,Wagon,2,Pure Electric,0,,,0,,,165,528,Pure EV,,,Yes,0,114,0,,693
2023,GWM,,Ora,Extended Range,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,165,420,Pure EV,,,Yes,0,114,0,,693
2026,MG,,MG4 EV Urban,Essence 43,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,165,316,Pure EV,,,Yes,0,114,0,WLTP (4-Phase),693
2025,Zeekr,MY26,7X,Performance AWD,0,Electric,N/A,1,Other,4,5,SUV,4,Pure Electric,0,,,0,,,166,635,Pure EV,,,Yes,0,115,0,NEDC,697
2025,Deepal,MY25,E07,E07 AWD,0,Electric,N/A,0,N/A,4,5,Wagon,4,Pure Electric,0,,,0,,,166,590,Pure EV,,,Yes,0,115,0,,697
2025,Skoda,MY25,Elroq,210KW SELECT,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,166,540,Pure EV,,,Yes,0,115,0,,697
2025,Skoda,MY25,Elroq,210KW SPORTLINE,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,166,540,Pure EV,,,Yes,0,115,0,,697
2025,Cupra,MY25.5,Tavascan,Endurance 210kW,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,166,531,Pure EV,,,Yes,0,115,0,,697
2025,Cupra,MY25.5,Tavascan,Endurance with Interior Package 210kW,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,166,531,Pure EV,,,Yes,0,115,0,,697
2022,Kia,,Niro Plus,EV,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,166,427,Pure EV,,,Yes,0,115,0,,697
2026,Skoda,MY26,Enyaq,SUV 60 Select,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,166,410,Pure EV,,,Yes,0,115,0,,697
2025,Geely,,EX5,Inspire,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,166,410,Pure EV,,,Yes,0,115,0,,697
2025,Skoda,MY26,Enyaq,SUV 60 Select,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,166,410,Pure EV,,,No,2026,115,0,,697
2025,MG,,MGS5 EV ,49kWh EV RWD Excite,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,166,340,Pure EV,,,Yes,0,115,0,,697
2020,Tesla,,Model S,LongRange (SA3EB),0,Electric,N/A,1,N/A,4,5,Hatch,4,Pure Electric,0,,,0,,,167,722,Pure EV,,,Yes,0,115,0,,701
2025,Volkswagen,MY25,ID.4,PRO 210KW,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,167,544,Pure EV,,,Yes,0,115,0,,701
2024,Tesla,AWD PERFORMANCE,Model 3,H5LDP,0,Electric,N/A,1,Auto,4,5,Sedan,4,Pure Electric,0,,,0,,,167,528,Pure EV,,,Yes,0,115,0,,701
2022,Mercedes-Benz,X243,EQB,EQB 250 ,0,Electric,N/A,1,Auto,4,5,Wagon,2,Pure Electric,0,,,0,,,167,507,Pure EV,,,Yes,0,115,0,,701
2022,Mercedes-Benz,X243,EQB,EQB 250 ,0,Electric,N/A,1,Auto,4,7,Wagon,2,Pure Electric,0,,,0,,,167,507,Pure EV,,,Yes,0,115,0,,701
2024,Leapmotor,,C10, Style/Design BEV,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,167,477,Pure EV,,,Yes,0,115,0,,701
2023,GWM,,Ora,Standard Range,0,Electric,N/A,1,Auto,4,5,Hatch,2,Pure Electric,0,,,0,,,167,310,Pure EV,,,Yes,0,115,0,,701
2024,Hyundai,2025,IONIQ5,LR 19inch,0,Electric,N/A,1,Auto,4,5,SUV,4,Pure Electric,0,,,0,,,168,546,Pure EV,,,Yes,0,116,0,,706
2026,Skoda,MY26,Enyaq,Coupe RS,0,Electric,N/A,1,Auto,4,5,SUV,4,Pure Electric,0,,,0,,,168,534,Pure EV,,,Yes,0,116,0,,706
2025,Audi,MY26,Q4 e-tron,45 Sportback,0,Electric,N/A,1,Auto,4,5,SUV,2,Pure Electric,0,,,0,,,168,531,Pure EV,,,Yes,0,116,0,,706
